simID	f0	f1	f2	f3	Na	Nc	Na_scaled	Nc_scaled	scaling_factor	model	Nfold	g_factor
sim308	55	10	0	35	17404	9389	9268	5000	1.8778	decline	-1.85	0.9969143515293198
sim309	30	10	20	40	46946	19579	11989	5000	3.9158	decline	-2.4	0.9956272417485429
sim310	55	0	5	40	25700	47935	5000	9326	5.14	growth	1.87	1.0031168414297602
sim311	40	15	30	15	6156	30187	5000	24518	1.2312	growth	4.9	1.0079498481461935
sim312	30	5	65	0	17458	7980	10939	5000	1.596	decline	-2.19	0.9960855176364822
sim313	0	0	85	15	19317	42864	5000	11095	3.8634	growth	2.22	1.0039852832197522
sim314	0	10	85	5	21053	8213	12817	5000	1.6426	decline	-2.56	0.995293327488432
sim315	15	0	75	10	5841	41138	5000	35215	1.1682	growth	7.04	1.0097601710788164
sim316	0	75	15	10	20018	17226	5810	5000	3.4452	decline	-1.16	0.9992492867078514
sim317	5	35	25	35	41387	11991	17258	5000	2.3982	decline	-3.45	0.9938058105417399
sim318	15	5	70	10	10099	20993	5000	10394	2.0198	growth	2.08	1.0036589540207608
sim319	35	15	30	20	11264	22138	5000	9827	2.2528	growth	1.97	1.0033784789347309
sim320	50	0	0	50	26605	18499	7191	5000	3.6998	decline	-1.44	0.9981830383415687
sim321	10	10	75	5	43473	5873	37011	5000	1.1746	decline	-7.4	0.9899911137333833
sim322	45	5	15	35	26891	6166	21806	5000	1.2332	decline	-4.36	0.9926362637557495
sim323	5	5	75	15	28747	6006	23932	5000	1.2012	decline	-4.79	0.9921711071845316
sim324	0	5	45	50	40319	45624	5000	5658	8.0638	growth	1.13	1.0006181628022264
sim325	5	55	0	40	13632	32327	5000	11857	2.7264	growth	2.37	1.004317402490209
sim326	5	40	20	35	5282	24427	5000	23123	1.0564	growth	4.62	1.0076569494036887
sim327	5	45	20	30	18797	25269	5000	6722	3.7594	growth	1.34	1.0014797390843442
sim328	20	70	0	10	6441	11572	5000	8983	1.2882	growth	1.8	1.002929479949065
sim329	25	30	15	30	30817	10543	14615	5000	2.1086	decline	-2.92	0.9946369475693545
sim330	10	45	5	40	33085	12314	13434	5000	2.4628	decline	-2.69	0.9950582455279471
sim331	50	10	35	5	16801	48278	5000	14368	3.3602	growth	2.87	1.0052778279956287
sim332	75	15	5	5	11694	24359	5000	10415	2.3388	growth	2.08	1.0036690458113942
sim333	45	10	0	45	11644	26271	5000	11281	2.3288	growth	2.26	1.0040684099109434
sim334	70	15	10	5	23872	12817	9313	5000	2.5634	decline	-1.86	0.996890133194473
sim335	15	15	60	10	14422	11960	6029	5000	2.392	decline	-1.21	0.9990642837646342
sim336	20	50	25	5	10090	8948	5638	5000	1.7896	decline	-1.13	0.9993995425987109
sim337	15	0	55	30	12455	7442	8368	5000	1.4884	decline	-1.67	0.9974251150255576
sim338	50	5	20	25	12013	18334	5000	7631	2.4026	growth	1.53	1.002113904929367
sim339	10	45	0	45	18914	8998	10510	5000	1.7996	decline	-2.1	0.9962855536377262
sim340	25	15	60	0	6586	29665	5000	22521	1.3172	growth	4.5	1.0075250514741243
sim341	15	65	10	10	6009	9765	5000	8125	1.2018	growth	1.62	1.0024275390789086
sim342	35	5	25	35	16544	26361	5000	7967	3.3088	growth	1.59	1.0023293504898207
sim343	25	15	15	45	25496	5126	24869	5000	1.0252	decline	-4.97	0.9919790793225722
sim344	10	55	0	35	40895	20855	9805	5000	4.171	decline	-1.96	0.9966327272639289
sim345	25	5	65	5	26335	44326	5000	8416	5.267	growth	1.68	1.0026034837178062
sim346	0	40	50	10	5163	14235	5000	13786	1.0326	growth	2.76	1.0050710783601469
sim347	10	0	90	0	10569	35283	5000	16692	2.1138	growth	3.34	1.006027458251476
sim348	50	0	20	30	27440	6308	21750	5000	1.2616	decline	-4.35	0.9926491207744971
sim349	30	20	0	50	28185	17507	8050	5000	3.5014	decline	-1.61	0.9976188291050181
sim350	85	10	0	5	8575	14333	5000	8357	1.715	growth	1.67	1.002568307992926
sim351	20	15	0	65	9660	18561	5000	9607	1.932	growth	1.92	1.0032652704349676
sim352	50	40	0	10	9464	13853	5000	7319	1.8928	growth	1.46	1.001905178970925
sim353	0	50	10	40	21936	6061	18096	5000	1.2122	decline	-3.62	0.9935687349653016
sim354	65	15	5	15	15970	7070	11294	5000	1.414	decline	-2.26	0.9959258315059173
sim355	30	55	5	10	32118	6211	25856	5000	1.2422	decline	-5.17	0.991784476150477
sim356	5	20	70	5	5104	15836	5000	15513	1.0208	growth	3.1	1.0056612023482405
sim357	0	45	0	55	37137	6167	30109	5000	1.2334	decline	-6.02	0.9910230689102479
sim358	0	55	10	35	28608	7793	18355	5000	1.5586	decline	-3.67	0.9934976794774265
sim359	0	20	5	75	20090	13291	7558	5000	2.6582	decline	-1.51	0.997934156537534
sim360	65	0	0	35	23764	7074	16797	5000	1.4148	decline	-3.36	0.9939411880669962
sim361	0	15	35	50	20371	40735	5000	9998	4.0742	growth	2.0	1.0034647358027864
sim362	50	45	0	5	5326	21292	5000	19989	1.0652	growth	4.0	1.006928721049072
sim363	35	0	50	15	14730	7363	10003	5000	1.4726	decline	-2.0	0.9965327643221553
sim364	5	35	45	15	9615	19421	5000	10099	1.923	growth	2.02	1.0035149924830515
sim365	30	0	45	25	26251	46997	5000	8951	5.2502	growth	1.79	1.0029116367272735
sim366	70	15	15	0	7586	9522	5000	6276	1.5172	growth	1.26	1.0011364746121834
sim367	35	30	5	30	36718	32545	5641	5000	6.509	decline	-1.13	0.9993968827883813
sim368	45	5	0	50	8252	6697	6161	5000	1.3394	decline	-1.23	0.9989559940520083
sim369	20	25	35	20	11602	14504	5000	6251	2.3204	growth	1.25	1.0011165176925778
sim370	15	45	10	30	42198	17671	11940	5000	3.5342	decline	-2.39	0.9956477190223483
sim371	5	70	20	5	6534	33634	5000	25738	1.3068	growth	5.15	1.0081926529331868
sim372	15	0	50	35	22981	6102	18831	5000	1.2204	decline	-3.77	0.9933696673221529
sim373	20	0	40	40	23325	8402	13881	5000	1.6804	decline	-2.78	0.9948945845692057
sim374	20	10	25	45	18695	11065	8448	5000	2.213	decline	-1.69	0.997377540927351
sim375	25	10	45	20	9537	9524	5007	5000	1.9048	decline	-1.0	0.9999930048954314
sim376	75	20	5	0	11275	38956	5000	17275	2.255	growth	3.46	1.0061991122860983
sim377	30	15	20	35	12701	10818	5870	5000	2.1636	decline	-1.17	0.9991979163929705
sim378	60	0	35	5	17663	7275	12140	5000	1.455	decline	-2.43	0.9955646606340137
sim379	30	15	10	45	31074	14360	10820	5000	2.872	decline	-2.16	0.9961402081950789
sim380	55	25	20	0	10833	20251	5000	9347	2.1666	growth	1.87	1.0031280876188318
sim381	40	20	40	0	10831	25564	5000	11801	2.1662	growth	2.36	1.0042937318060476
sim382	0	20	25	55	6980	32929	5000	23588	1.396	growth	4.72	1.0077565009785208
sim383	10	5	70	15	10650	12221	5000	5738	2.13	growth	1.15	1.0006883640256254
sim384	40	20	25	15	5941	44904	5000	37792	1.1882	growth	7.56	1.0101132976379044
sim385	15	10	15	60	17846	5017	17786	5000	1.0034	decline	-3.56	0.9936551314072832
sim386	10	0	70	20	16227	20101	5000	6194	3.2454	growth	1.24	1.0010707158455845
sim387	25	5	35	35	6020	8338	5000	6925	1.204	growth	1.39	1.0016285006981964
sim388	30	20	50	0	20892	24878	5000	5954	4.1784	growth	1.19	1.0008731267507973
sim389	10	50	25	15	20534	29422	5000	7164	4.1068	growth	1.43	1.0017981528588218
sim390	10	30	0	60	13448	7256	9267	5000	1.4512	decline	-1.85	0.9969148910491478
sim391	15	70	10	5	15091	5954	12673	5000	1.1908	decline	-2.53	0.9953498208316709
sim392	0	75	20	5	11863	8243	7196	5000	1.6486	decline	-1.44	0.998179562981729
sim393	15	85	0	0	33619	16946	9919	5000	3.3892	decline	-1.98	0.9965749290133512
sim394	20	5	5	70	6192	22501	5000	18169	1.2384	growth	3.63	1.006451394663431
sim395	80	5	0	15	10695	8856	6038	5000	1.7712	decline	-1.21	0.9990568254057473
sim396	20	45	10	25	5828	9685	5000	8309	1.1656	growth	1.66	1.0025395067612437
sim397	80	10	10	0	5412	20952	5000	19357	1.0824	growth	3.87	1.0067680809936466
sim398	30	50	10	10	24632	6846	17990	5000	1.3692	decline	-3.6	0.9935981093223583
sim399	10	0	80	10	9292	25440	5000	13689	1.8584	growth	2.74	1.0050357733908963
sim400	45	35	5	15	18401	16533	5565	5000	3.3066	decline	-1.11	0.999464704638533
sim401	60	10	0	30	17040	5934	14358	5000	1.1868	decline	-2.87	0.994725653171399
sim402	35	20	5	40	9437	31466	5000	16672	1.8874	growth	3.33	1.0060214637656844
sim403	5	20	30	45	33068	15604	10596	5000	3.1208	decline	-2.12	0.9962448067051214
sim404	20	75	0	5	49646	10151	24454	5000	2.0302	decline	-4.89	0.9920632205535606
sim405	15	5	75	5	7303	18481	5000	12653	1.4606	growth	2.53	1.0046422821438652
sim406	0	0	0	100	33351	13275	12562	5000	2.655	decline	-2.51	0.9953938076420096
sim407	50	15	0	35	5869	35239	5000	30021	1.1738	growth	6.0	1.0089622961217117
sim408	10	80	0	10	17208	23668	5000	6877	3.4416	growth	1.38	1.001593722989518
sim409	30	45	20	5	26407	14494	9110	5000	2.8988	decline	-1.82	0.9970003260058111
sim410	15	25	15	45	9881	33113	5000	16756	1.9762	growth	3.35	1.0060465924532533
sim411	15	45	0	40	18256	12452	7331	5000	2.4904	decline	-1.47	0.9980866299009633
sim412	40	10	20	30	7145	9037	5000	6324	1.429	growth	1.26	1.0011745700345656
sim413	5	55	20	20	9034	16949	5000	9381	1.8068	growth	1.88	1.0031462422735486
sim414	0	75	5	20	17544	5795	15137	5000	1.159	decline	-3.03	0.9944614791732683
sim415	0	20	80	0	18040	6866	13137	5000	1.3732	decline	-2.63	0.9951700261797336
sim416	20	5	20	55	24160	42145	5000	8722	4.832	growth	1.74	1.0027820532849323
sim417	40	25	0	35	5230	8749	5000	8364	1.046	growth	1.67	1.0025724943456615
sim418	65	20	0	15	12894	26727	5000	10364	2.5788	growth	2.07	1.003644501751329
sim419	85	5	10	0	7266	9462	5000	6511	1.4532	growth	1.3	1.001320275709103
sim420	35	55	0	10	32523	46065	5000	7082	6.5046	growth	1.42	1.001740592206278
sim421	30	5	60	5	6440	5978	5386	5000	1.1956	decline	-1.08	0.9996281745902235
sim422	10	25	45	20	24474	20465	5979	5000	4.093	decline	-1.2	0.9991059229126766
sim423	50	30	0	20	13060	7127	9162	5000	1.4254	decline	-1.83	0.9969718670848478
sim424	45	20	25	10	9786	28464	5000	14543	1.9572	growth	2.91	1.0053383593288074
sim425	0	0	95	5	35640	22037	8086	5000	4.4074	decline	-1.62	0.9975965187060776
sim426	5	45	50	0	19195	17315	5543	5000	3.463	decline	-1.11	0.9994845102099822
sim427	20	10	30	40	6601	35541	5000	26921	1.3202	growth	5.38	1.0084173436937751
sim428	5	70	5	20	31888	43752	5000	6860	6.3776	growth	1.37	1.0015813476465185
sim429	10	0	75	15	8962	14569	5000	8128	1.7924	growth	1.63	1.00242938489201
sim430	25	55	5	15	5983	19113	5000	15973	1.1966	growth	3.19	1.0058073094218687
sim431	75	0	20	5	44066	15158	14536	5000	3.0316	decline	-2.91	0.9946640479067012
sim432	20	30	20	30	12714	45018	5000	17704	2.5428	growth	3.54	1.0063217634515733
sim433	70	5	0	25	39755	26029	7637	5000	5.2058	decline	-1.53	0.9978821652826393
sim434	40	30	20	10	11236	17809	5000	7925	2.2472	growth	1.58	1.0023029220366462
sim435	50	30	20	0	41129	11364	18096	5000	2.2728	decline	-3.62	0.9935687349653016
sim436	20	60	20	0	16914	30501	5000	9016	3.3828	growth	1.8	1.002947814321517
sim437	30	0	65	5	12134	5116	11859	5000	1.0232	decline	-2.37	0.9956817541972572
sim438	40	35	5	20	21901	33028	5000	7540	4.3802	growth	1.51	1.002053921347929
sim439	35	40	10	15	24105	6462	18651	5000	1.2924	decline	-3.73	0.9934176907423939
sim440	0	5	90	5	18250	23509	5000	6441	3.65	growth	1.29	1.0012662294756534
sim441	5	25	15	55	21949	38853	5000	8851	4.3898	growth	1.77	1.0028554626727633
sim442	5	15	0	80	33070	12707	13013	5000	2.5414	decline	-2.6	0.9952174452731974
sim443	35	20	10	35	9330	29404	5000	15758	1.866	growth	3.15	1.005739551301947
sim444	20	45	20	15	12005	24753	5000	10309	2.401	growth	2.06	1.0036178969384006
sim445	10	30	10	50	7718	25908	5000	16784	1.5436	growth	3.36	1.0060549406960992
sim446	0	60	40	0	10381	34398	5000	16568	2.0762	growth	3.31	1.0059901760582959
sim447	30	25	45	0	5096	25995	5000	25505	1.0192	growth	5.1	1.008147182994704
sim448	40	0	10	50	13216	7014	9421	5000	1.4028	decline	-1.88	0.9968324833618378
sim449	5	25	55	15	9493	34892	5000	18378	1.8986	growth	3.68	1.006508581923223
sim450	5	15	5	75	7987	38285	5000	23967	1.5974	growth	4.79	1.0078361998586696
sim451	5	0	50	45	12667	8458	7488	5000	1.6916	decline	-1.5	0.9979806808662941
sim452	5	90	5	0	7632	18085	5000	11848	1.5264	growth	2.37	1.004313605822657
sim453	10	40	30	20	6836	28725	5000	21010	1.3672	growth	4.2	1.0071778030121141
sim454	25	0	50	25	7875	24606	5000	15623	1.575	growth	3.12	1.0056965313749784
sim455	0	30	60	10	42777	12528	17073	5000	2.5056	decline	-3.41	0.9938596982207251
sim456	65	0	25	10	7694	33023	5000	21460	1.5388	growth	4.29	1.0072837641238424
sim457	25	0	60	15	16657	32633	5000	9796	3.3314	growth	1.96	1.0033626811332792
sim458	30	20	5	45	24662	11823	10430	5000	2.3646	decline	-2.09	0.9963237582171071
sim459	20	60	5	15	33058	6174	26772	5000	1.2348	decline	-5.35	0.9916104067359786
sim460	0	20	65	15	32398	10193	15892	5000	2.0386	decline	-3.18	0.9942181103724087
sim461	35	5	10	50	6633	14042	5000	10585	1.3266	growth	2.12	1.0037499999607638
sim462	0	0	45	55	8445	16981	5000	10054	1.689	growth	2.01	1.0034926632641814
sim463	30	0	35	35	39414	33695	5849	5000	6.739	decline	-1.17	0.9992158360298661
sim464	25	75	0	0	11736	5393	10881	5000	1.0786	decline	-2.18	0.9961120988173261
sim465	15	15	45	25	19255	10634	9054	5000	2.1268	decline	-1.81	0.9970311563171017
sim466	0	35	0	65	14886	6082	12238	5000	1.2164	decline	-2.45	0.9955244602369687
sim467	20	20	35	25	7691	5647	6810	5000	1.1294	decline	-1.36	0.9984552289613634
sim468	10	75	10	5	7989	42985	5000	26903	1.5978	growth	5.38	1.0084139994605945
sim469	20	0	20	60	9986	15068	5000	7545	1.9972	growth	1.51	1.0020572358989286
sim470	40	15	45	0	44128	26894	8204	5000	5.3788	decline	-1.64	0.9975240803611198
sim471	5	55	15	25	28106	5741	24478	5000	1.1482	decline	-4.9	0.9920583157873698
sim472	10	40	10	40	31843	25972	6130	5000	5.1944	decline	-1.23	0.9989812158124299
sim473	15	10	30	45	28181	11942	11799	5000	2.3884	decline	-2.36	0.9957071156515815
sim474	5	5	90	0	10838	10126	5352	5000	2.0252	decline	-1.07	0.9996598379480409
sim475	5	35	40	20	36124	30520	5918	5000	6.104	decline	-1.18	0.9991571967922804
sim476	5	5	10	80	33033	38908	5000	5889	6.6066	growth	1.18	1.0008182414576416
sim477	10	0	35	55	6233	27405	5000	21984	1.2466	growth	4.4	1.0074043850180292
sim478	10	0	0	90	42513	6600	32207	5000	1.32	decline	-6.44	0.9906862704610273
sim479	10	55	15	20	13473	40031	5000	14856	2.6946	growth	2.97	1.0054448295580816
sim480	15	45	5	35	16742	14113	5931	5000	2.8226	decline	-1.19	0.9991462253978876
sim481	25	20	40	15	25777	14776	8723	5000	2.9552	decline	-1.74	0.9972173734849151
sim482	20	25	20	35	26575	15903	8355	5000	3.1806	decline	-1.67	0.9974328887519337
sim483	25	5	25	45	21909	13902	7880	5000	2.7804	decline	-1.58	0.9977255500428216
sim484	40	25	15	20	33298	16692	9974	5000	3.3384	decline	-1.99	0.9965472810265509
sim485	20	40	15	25	8256	9716	5000	5884	1.6512	growth	1.18	1.0008139944515255
sim486	40	40	0	20	7813	41898	5000	26813	1.5626	growth	5.36	1.0083972446604945
sim487	20	40	5	35	24818	12369	10032	5000	2.4738	decline	-2.01	0.9965182896427177
sim488	25	15	50	10	7302	27001	5000	18489	1.4604	growth	3.7	1.0065386902410707
sim489	40	60	0	0	10067	16694	5000	8291	2.0134	growth	1.66	1.0025286633835
sim490	25	5	10	60	6662	32583	5000	24454	1.3324	growth	4.89	1.0079367794464396
sim491	60	10	15	15	5249	6439	5000	6134	1.0498	growth	1.23	1.0010220457662897
sim492	50	35	5	10	33194	15983	10384	5000	3.1966	decline	-2.08	0.9963458587623618
sim493	5	0	25	70	39155	13943	14041	5000	2.7886	decline	-2.81	0.994837281456508
sim494	35	5	45	15	6756	11736	5000	8686	1.3512	growth	1.74	1.0027613731083926
sim495	15	60	15	10	5911	15077	5000	12753	1.1822	growth	2.55	1.0046816431280534
sim496	45	0	55	0	45529	38187	5961	5000	7.6374	decline	-1.19	0.9991209983009816
sim497	30	40	0	30	30518	41322	5000	6770	6.1036	growth	1.35	1.0015153158724504
sim498	85	5	5	5	11796	6256	9428	5000	1.2512	decline	-1.89	0.9968287696368011
sim499	40	0	60	0	5457	26637	5000	24406	1.0914	growth	4.88	1.0079269554563777
sim500	40	0	30	30	8281	39375	5000	23774	1.6562	growth	4.75	1.0077957731706217
sim501	0	60	0	40	10047	15757	5000	7842	2.0094	growth	1.57	1.0022502799571802
sim502	15	60	0	25	49058	20196	12145	5000	4.0392	decline	-2.43	0.9955626017498999
sim503	20	10	20	50	6105	12281	5000	10058	1.221	growth	2.01	1.0034946521265784
sim504	50	15	35	0	9361	6269	7466	5000	1.2538	decline	-1.49	0.9979953926597085
sim505	0	25	25	50	5317	14744	5000	13865	1.0634	growth	2.77	1.0050996488331683
sim506	30	50	5	15	11797	15408	5000	6530	2.3594	growth	1.31	1.0013348451542712
sim507	65	5	20	10	16111	29399	5000	9124	3.2222	growth	1.82	1.0030073519599403
sim508	5	45	25	25	10079	29110	5000	14441	2.0158	growth	2.89	1.0053031673535517
sim509	25	55	20	0	12510	10717	5837	5000	2.1434	decline	-1.17	0.9992261047310622
sim510	5	75	20	0	33323	9640	17284	5000	1.928	decline	-3.46	0.9937982834718221
sim511	15	20	0	65	43143	33645	6412	5000	6.729	decline	-1.28	0.998756333388434
sim512	45	40	15	0	5669	7721	5000	6810	1.1338	growth	1.36	1.0015447710386367
sim513	55	5	0	40	15592	37874	5000	12145	3.1184	growth	2.43	1.0044373982501003
sim514	20	25	55	0	15690	37785	5000	12041	3.138	growth	2.41	1.00439439790238
sim515	40	40	5	15	30353	16937	8961	5000	3.3874	decline	-1.79	0.9970827804226601
sim516	5	30	40	25	14669	8168	8980	5000	1.6336	decline	-1.8	0.9970721901506
sim517	40	15	35	10	6088	20372	5000	16731	1.2176	growth	3.35	1.0060391268682072
sim518	10	60	20	10	10245	5894	8691	5000	1.1788	decline	-1.74	0.9972357495248939
sim519	60	5	5	30	6487	7084	5000	5460	1.2974	growth	1.09	1.0004400543866137
sim520	75	5	10	10	7453	16410	5000	11009	1.4906	growth	2.2	1.0039463760382707
sim521	5	10	0	85	19854	9523	10424	5000	1.9046	decline	-2.08	0.9963266353630578
sim522	30	35	20	15	15840	14081	5625	5000	2.8162	decline	-1.12	0.999411084821718
sim523	5	10	65	20	17603	22852	5000	6491	3.5206	growth	1.3	1.0013048934480862
sim524	10	45	20	25	37462	8014	23373	5000	1.6028	decline	-4.67	0.9922892820120863
sim525	70	5	5	20	42038	21425	9811	5000	4.285	decline	-1.96	0.9966296685362642
sim526	0	50	35	15	9025	5740	7861	5000	1.148	decline	-1.57	0.9977376204381124
sim527	20	5	45	30	11527	12001	5000	5206	2.3054	growth	1.04	1.0002018694706913
sim528	60	25	15	0	39026	13956	13982	5000	2.7912	decline	-2.8	0.9948583356217215
sim529	5	35	60	0	9264	5593	8282	5000	1.1186	decline	-1.66	0.9974767671365536
sim530	10	35	40	15	6891	23070	5000	16739	1.3782	growth	3.35	1.0060415170684318
sim531	10	35	50	5	33180	17234	9626	5000	3.4468	decline	-1.93	0.996724850707766
sim532	15	15	55	15	22407	16810	6665	5000	3.362	decline	-1.33	0.9985628397940172
sim533	15	5	30	50	35252	36704	5000	5206	7.0504	growth	1.04	1.0002018694706913
sim534	5	15	15	65	15936	16908	5000	5305	3.1872	growth	1.06	1.0002960592981591
sim535	30	25	10	35	6308	8771	5000	6952	1.2616	growth	1.39	1.001647957377645
sim536	25	35	30	10	15521	19720	5000	6353	3.1042	growth	1.27	1.0011974461492514
sim537	0	55	0	45	10894	15622	5000	7170	2.1788	growth	1.43	1.0018023387108872
sim538	80	20	0	0	49632	14890	16666	5000	2.978	decline	-3.33	0.9939803359823705
sim539	5	15	35	45	7795	35310	5000	22649	1.559	growth	4.53	1.0075533889420496
sim540	20	25	15	40	42603	17776	11983	5000	3.5552	decline	-2.4	0.9956297446686686
sim541	40	35	15	10	44231	11737	18843	5000	2.3474	decline	-3.77	0.9933664821014687
sim542	25	35	35	5	20256	17688	5726	5000	3.5376	decline	-1.15	0.9993221035287909
sim543	40	20	5	35	19075	29759	5000	7801	3.815	growth	1.56	1.0022240700908605
sim544	10	10	60	20	10316	24648	5000	11946	2.0632	growth	2.39	1.0043547929093801
sim545	0	10	75	15	33244	25212	6593	5000	5.0424	decline	-1.32	0.9986171471615147
sim546	30	10	45	15	37244	11029	16885	5000	2.2058	decline	-3.38	0.9939150612929828
sim547	5	10	25	60	18489	8202	11271	5000	1.6404	decline	-2.25	0.9959360242858708
sim548	10	50	5	35	22464	44610	5000	9929	4.4928	growth	1.99	1.0034301092780868
sim549	55	20	15	10	9389	16241	5000	8649	1.8778	growth	1.73	1.0027400289744515
sim550	0	20	10	70	17344	10675	8124	5000	2.135	decline	-1.62	0.9975730763435798
sim551	20	15	35	30	15860	40064	5000	12631	3.172	growth	2.53	1.0046335809867888
sim552	40	0	55	5	37117	21201	8754	5000	4.2402	decline	-1.75	0.9971996358683269
sim553	60	20	5	15	34132	15376	11099	5000	3.0752	decline	-2.22	0.9960129144913213
sim554	45	0	0	55	6553	47122	5000	35955	1.3106	growth	7.19	1.0098641512206017
sim555	20	20	15	45	44613	8754	25481	5000	1.7508	decline	-5.1	0.9918575241801623
sim556	35	0	0	65	7348	5958	6166	5000	1.1916	decline	-1.23	0.9989519379148507
sim557	20	10	5	65	10088	27177	5000	13470	2.0176	growth	2.69	1.0049551353899409
sim558	5	20	50	25	6676	15788	5000	11824	1.3352	growth	2.36	1.0043034672588587
sim559	20	5	55	20	21833	6058	18020	5000	1.2116	decline	-3.6	0.9935897783012695
sim560	0	50	0	50	9366	7018	6673	5000	1.4036	decline	-1.33	0.9985568418925631
sim561	30	15	55	0	33654	5722	29408	5000	1.1444	decline	-5.88	0.9911408558313041
sim562	5	30	20	45	12756	47740	5000	18713	2.5512	growth	3.74	1.0065989027853077
sim563	15	10	20	55	28038	29366	5000	5237	5.6076	growth	1.05	1.0002315545143163
sim564	5	40	35	20	31210	41544	5000	6656	6.242	growth	1.33	1.001430403955424
sim565	25	0	40	35	16299	17635	5000	5410	3.2598	growth	1.08	1.0003940559021214
sim566	30	25	0	45	28716	9352	15353	5000	1.8704	decline	-3.07	0.9943906350887867
sim567	45	10	5	40	36368	25117	7240	5000	5.0234	decline	-1.45	0.9981490835301824
sim568	55	20	25	0	31293	35032	5000	5597	6.2586	growth	1.12	1.0005639641373756
sim569	25	15	20	40	8131	6214	6542	5000	1.2428	decline	-1.31	0.9986559749165895
sim570	25	0	15	60	5777	35551	5000	30769	1.1554	growth	6.15	1.009085348885921
sim571	20	50	30	0	39272	18446	10645	5000	3.6892	decline	-2.13	0.9962217380704433
sim572	0	45	45	10	14195	26600	5000	9369	2.839	growth	1.87	1.0031398422726747
sim573	35	35	0	30	18057	11983	7534	5000	2.3966	decline	-1.51	0.9979500590158212
sim574	35	60	5	0	23868	42416	5000	8886	4.7736	growth	1.78	1.002875195460398
